date,Current_measured,Temperature_measured,Current_load,Voltage_load,Voltage_measured
2010-04-21 19:38:14.437,-1.000935952,45.98843383,0.9992,3.441,3.940274894
2010-04-21 19:38:24.500,-0.998228498,45.98479627,0.9992,3.44,3.938530414
2010-04-21 19:38:34.515,-0.997886827,46.01885441,0.9992,3.438,3.937083303
2010-04-21 19:38:44.531,-0.99915448,46.0396376,0.9992,3.437,3.935589219
2010-04-21 19:38:54.562,-0.99898373,46.04903981,0.9992,3.435,3.933927619
2010-04-21 19:39:04.546,-0.99929758,46.03775633,0.9992,3.434,3.932273964
2010-04-21 19:39:14.656,-0.999234657,46.03915333,0.9992,3.433,3.930906364
2010-04-21 19:39:24.656,-1.000181021,46.06627408,0.9992,3.431,3.92924676
2010-04-21 19:39:34.656,-0.998850163,46.05796923,0.9992,3.429,3.927811638
2010-04-21 19:39:44.765,-0.999505255,46.05884619,0.9992,3.428,3.92644561
2010-04-21 19:39:54.812,-0.998469681,46.06996424,0.9992,3.427,3.924714114
2010-04-21 19:40:04.859,-0.999510745,46.09383767,0.9992,3.425,3.923194005
2010-04-21 19:40:14.937,-0.998604506,46.10461902,0.9992,3.423,3.921548224
2010-04-21 19:40:25.000,-0.998236021,46.12478981,0.9992,3.422,3.920180447
2010-04-21 19:40:35.125,-0.999783866,46.11453846,0.9992,3.421,3.918455899
2010-04-21 19:40:45.218,-0.998332214,46.11372797,0.9992,3.419,3.917085083
2010-04-21 19:40:55.312,-0.99898684,46.11480613,0.9992,3.417,3.915669642
2010-04-21 19:41:05.359,-1.000176208,46.12435902,0.999,3.416,3.913988502
2010-04-21 19:41:15.484,-0.999029536,46.12541055,0.9992,3.415,3.912364174
2010-04-21 19:41:25.578,-1.000207958,46.13810271,0.9992,3.413,3.911126694
2010-04-21 19:41:35.640,-0.998007512,46.16220673,0.9992,3.411,3.9093812
2010-04-21 19:41:45.687,-0.999506406,46.1640554,0.9992,3.41,3.908137569
2010-04-21 19:41:55.703,-0.998673814,46.17303826,0.999,3.409,3.906435765
2010-04-21 19:42:05.781,-0.997816079,46.1559286,0.999,3.407,3.904881613
2010-04-21 19:42:15.796,-0.999180202,46.14238486,0.9992,3.406,3.903364358
2010-04-21 19:42:25.921,-0.996748796,46.15780025,0.9992,3.405,3.902062881
2010-04-21 19:42:36.000,-0.999053357,46.19356175,0.9992,3.403,3.900353808
2010-04-21 19:42:45.984,-0.999668171,46.17795984,0.9992,3.401,3.899079601
2010-04-21 19:42:56.031,-0.999292629,46.18354153,0.9992,3.401,3.897495501
2010-04-21 19:43:06.093,-0.995975053,46.20402082,0.9992,3.399,3.895911426
2010-04-21 19:43:16.156,-0.99858238,46.22620353,0.9992,3.398,3.894703827
2010-04-21 19:43:26.234,-0.997984383,46.2315589,0.9992,3.396,3.893339261
2010-04-21 19:43:36.312,-0.999703213,46.20677504,0.9992,3.395,3.892192571
2010-04-21 19:43:46.390,-0.996729125,46.23639468,0.9992,3.393,3.890780485
2010-04-21 19:43:56.406,-0.996661966,46.23308144,0.9992,3.393,3.889442826
2010-04-21 19:44:06.546,-0.999366545,46.22314915,0.9992,3.391,3.888370538
2010-04-21 19:44:16.625,-0.998204457,46.25294272,0.999,3.39,3.887152423
2010-04-21 19:44:26.750,-0.996406356,46.27497933,0.9992,3.389,3.885869184
2010-04-21 19:44:36.812,-0.998929752,46.28244808,0.9992,3.387,3.884447447
2010-04-21 19:44:46.906,-0.997579508,46.2957043,0.9992,3.386,3.883460427
2010-04-21 19:44:56.984,-0.998233376,46.32985234,0.9992,3.385,3.882284736
2010-04-21 19:45:07.031,-1.000521221,46.33606815,0.9992,3.384,3.881007503
2010-04-21 19:45:17.062,-0.997198099,46.35088655,0.9992,3.383,3.879890411
2010-04-21 19:45:27.187,-0.998604598,46.39750882,0.9992,3.382,3.878858128
2010-04-21 19:45:37.296,-0.999862927,46.41414469,0.9992,3.381,3.877588162
2010-04-21 19:45:47.328,-0.999485127,46.40760938,0.9992,3.379,3.876057775
2010-04-21 19:45:57.390,-1.001842123,46.47447847,0.9992,3.378,3.875002819
2010-04-21 19:46:07.515,-0.997742943,46.4839458,0.9992,3.377,3.873855968
2010-04-21 19:46:17.531,-1.000458343,46.48433689,0.9992,3.376,3.87254664
2010-04-21 19:46:27.593,-0.996874082,46.51397073,0.9992,3.375,3.871195462
2010-04-21 19:46:37.718,-0.99789353,46.5805069,0.9992,3.373,3.869929026
2010-04-21 19:46:47.781,-0.99924092,46.6249678,0.9992,3.372,3.868527598
2010-04-21 19:46:57.859,-0.999308327,46.64961279,0.9992,3.371,3.867143117
2010-04-21 19:47:07.906,-0.995614363,46.63557296,0.9992,3.369,3.865742597
2010-04-21 19:47:17.921,-0.996373896,46.66608622,0.9992,3.368,3.864644552
2010-04-21 19:47:27.968,-0.999422286,46.70847929,0.9992,3.366,3.862812076
2010-04-21 19:47:38.000,-0.997719604,46.72230394,0.9992,3.365,3.861368593
2010-04-21 19:47:48.078,-0.999354941,46.71823372,0.9992,3.363,3.859759857
2010-04-21 19:47:58.156,-0.998111723,46.74779121,0.9992,3.361,3.858030625
2010-04-21 19:48:08.234,-0.998507324,46.77788163,0.9992,3.36,3.856172363
2010-04-21 19:48:18.328,-0.999384178,46.76242086,0.9992,3.358,3.854536762
2010-04-21 19:48:28.359,-0.999113716,46.78520612,0.9992,3.357,3.852773247
2010-04-21 19:48:38.453,-0.995544249,46.80618774,0.9992,3.354,3.850698324
2010-04-21 19:48:48.484,-1.001445049,46.8133312,0.9992,3.353,3.849015452
2010-04-21 19:48:58.593,-0.997509648,46.8174471,0.9992,3.351,3.846889319
2010-04-21 19:49:08.687,-0.995618212,46.80560847,0.9992,3.349,3.845027015
2010-04-21 19:49:18.796,-0.996784723,46.78720233,0.9992,3.347,3.842769196
2010-04-21 19:49:28.843,-0.996554016,46.81296671,0.9992,3.345,3.840771871
2010-04-21 19:49:38.890,-0.998239164,46.82917363,0.999,3.343,3.838812845
2010-04-21 19:49:48.984,-0.99921065,46.80107137,0.9992,3.34,3.836596158
2010-04-21 19:49:59.046,-0.999476563,46.76195038,0.9992,3.339,3.83495662
2010-04-21 19:50:09.109,-0.998111467,46.77154194,0.9992,3.336,3.832677367
2010-04-21 19:50:19.203,-0.998217222,46.78106385,0.9992,3.335,3.830587062
2010-04-21 19:50:29.375,-1.000055679,46.74140145,0.9992,3.332,3.82855007
2010-04-21 19:50:39.437,-1.003891405,46.72551138,0.9992,3.331,3.826611605
2010-04-21 19:50:49.531,-0.998957086,46.7253981,0.999,3.33,3.824875498
2010-04-21 19:50:59.593,-1.000148317,46.70876252,0.9992,3.328,3.823162434
2010-04-21 19:51:09.734,-0.998507247,46.68028667,0.9992,3.326,3.821038612
2010-04-21 19:51:19.843,-0.997838622,46.65129895,0.9992,3.324,3.819380422
2010-04-21 19:51:29.875,-0.999699884,46.61846072,0.9992,3.322,3.8177432
2010-04-21 19:51:39.906,-1.001720143,46.58837345,0.9992,3.32,3.815924042
2010-04-21 19:51:49.968,-0.99958011,46.55755296,0.9992,3.319,3.814261591
2010-04-21 19:52:00.000,-0.997368599,46.52405474,0.999,3.318,3.812715101
2010-04-21 19:52:10.093,-0.998148375,46.52545263,0.9992,3.316,3.811297831
2010-04-21 19:52:20.140,-1.000056496,46.49188033,0.9992,3.314,3.810037117
2010-04-21 19:52:30.171,-0.996401121,46.46799606,0.9992,3.313,3.808343149
2010-04-21 19:52:40.312,-0.999986679,46.44470016,0.999,3.312,3.807023396
2010-04-21 19:52:50.390,-0.999838814,46.42657467,0.999,3.31,3.805796869
2010-04-21 19:53:00.390,-1.000361622,46.39496386,0.9992,3.31,3.804583475
2010-04-21 19:53:10.484,-1.000539565,46.3671571,0.999,3.308,3.803305505
2010-04-21 19:53:20.531,-0.999274535,46.32804321,0.9992,3.307,3.802282295
2010-04-21 19:53:30.656,-0.997337176,46.2756951,0.9992,3.306,3.801327981
2010-04-21 19:53:40.734,-1.000584076,46.26859686,0.9992,3.305,3.800227525
2010-04-21 19:53:50.828,-0.998399704,46.2460631,0.9992,3.304,3.79889834
2010-04-21 19:54:00.875,-0.998031982,46.18333231,0.999,3.303,3.797778599
2010-04-21 19:54:10.937,-0.995826097,46.1361937,0.9992,3.301,3.796928005
2010-04-21 19:54:21.000,-0.99895344,46.1312309,0.9992,3.3,3.795697544
2010-04-21 19:54:31.062,-0.998821503,46.10094066,0.9992,3.299,3.794748331
2010-04-21 19:54:41.187,-0.997717157,46.07111479,0.9992,3.298,3.793631779
2010-04-21 19:54:51.281,-0.997173346,46.04319218,0.9992,3.297,3.792536573
2010-04-21 19:55:01.328,-0.998140036,46.00854591,0.9992,3.296,3.791727671
2010-04-21 19:55:11.359,-0.998515202,45.98975722,0.9992,3.295,3.790916385
2010-04-21 19:55:21.390,-0.995648423,45.95229023,0.9992,3.294,3.789454166
2010-04-21 19:55:31.421,-0.998856851,45.94426227,0.9992,3.293,3.788267021
2010-04-21 19:55:41.468,-0.998420898,45.90310985,0.999,3.292,3.787340128
2010-04-21 19:55:51.546,-0.99704123,45.90097437,0.9992,3.291,3.786558851
2010-04-21 19:56:01.593,-0.99800764,45.90733395,0.9992,3.29,3.785375939
2010-04-21 19:56:11.718,-0.997100938,45.85949757,0.9992,3.289,3.784378416
2010-04-21 19:56:21.781,-1.002873732,45.82629605,0.9992,3.288,3.78325326
2010-04-21 19:56:31.859,-0.999920064,45.84458062,0.9992,3.287,3.782289282
2010-04-21 19:56:41.906,-0.995968017,45.82372937,0.9992,3.286,3.781092005
2010-04-21 19:56:51.953,-0.999426041,45.81454285,0.9992,3.285,3.78023245
2010-04-21 19:57:02.093,-1.00033637,45.8038154,0.9992,3.284,3.779053811
2010-04-21 19:57:12.140,-0.999003328,45.80823158,0.9992,3.283,3.777978741
2010-04-21 19:57:22.250,-0.997939626,45.79264773,0.999,3.282,3.776887528
2010-04-21 19:57:32.375,-0.997462694,45.79227671,0.9992,3.281,3.776221751
2010-04-21 19:57:42.453,-0.998156866,45.79345479,0.9992,3.28,3.775180682
2010-04-21 19:57:52.578,-1.000415723,45.82183533,0.9992,3.279,3.774143809
2010-04-21 19:58:02.703,-0.998300775,45.81136136,0.9992,3.278,3.772958771
2010-04-21 19:58:12.765,-0.996984088,45.81507113,0.9992,3.276,3.771948076
2010-04-21 19:58:22.765,-0.997219182,45.78629232,0.9992,3.276,3.770998649
2010-04-21 19:58:32.859,-1.000485025,45.78797756,0.9992,3.274,3.769768667
2010-04-21 19:58:42.937,-0.997642639,45.82111288,0.9992,3.274,3.768570427
2010-04-21 19:58:52.984,-0.998738027,45.81241415,0.9992,3.272,3.767683706
2010-04-21 19:59:03.015,-0.997926939,45.79687869,0.9992,3.271,3.766605085
2010-04-21 19:59:13.046,-0.997964912,45.80003145,0.999,3.27,3.765650451
2010-04-21 19:59:23.093,-1.001149032,45.83876854,0.9992,3.269,3.764753676
2010-04-21 19:59:33.156,-0.998128164,45.83064102,0.9992,3.268,3.763512242
2010-04-21 19:59:43.171,-0.999212901,45.83391593,0.9992,3.267,3.762299927
2010-04-21 19:59:53.281,-1.000638938,45.85692023,0.9992,3.266,3.761353559
2010-04-21 20:00:03.359,-0.996955565,45.84857079,0.9992,3.265,3.760195113
2010-04-21 20:00:13.468,-0.999810872,45.86047855,0.9992,3.264,3.759202319
2010-04-21 20:00:23.500,-0.997497144,45.86464555,0.9992,3.263,3.758273718
2010-04-21 20:00:33.500,-0.999052218,45.8539253,0.9992,3.262,3.757289201
2010-04-21 20:00:43.531,-0.999607151,45.86065185,0.9992,3.261,3.755975252
2010-04-21 20:00:53.546,-0.999352724,45.85603402,0.9992,3.26,3.754917197
2010-04-21 20:01:03.609,-0.999009877,45.87056377,0.9992,3.258,3.754042218
2010-04-21 20:01:13.671,-0.997603071,45.87591859,0.9992,3.257,3.752831401
2010-04-21 20:01:23.703,-0.998198922,45.89597317,0.999,3.256,3.751783639
2010-04-21 20:01:33.734,-0.999129256,45.90399382,0.9992,3.256,3.750892297
2010-04-21 20:01:43.859,-0.998847239,45.88083338,0.9992,3.254,3.749768692
2010-04-21 20:01:53.906,-0.997450449,45.89634728,0.9992,3.254,3.748847793
2010-04-21 20:02:03.921,-0.999110649,45.91848421,0.9992,3.252,3.74761418
2010-04-21 20:02:13.968,-0.998657776,45.91399952,0.9992,3.251,3.746430216
2010-04-21 20:02:24.078,-0.998913477,45.93199096,0.9992,3.25,3.745597021
2010-04-21 20:02:34.125,-0.999262168,45.91237992,0.999,3.249,3.744480553
2010-04-21 20:02:44.171,-0.99945448,45.93056062,0.9992,3.248,3.74346643
2010-04-21 20:02:54.218,-0.999392268,45.92526567,0.999,3.247,3.742364817
2010-04-21 20:03:04.250,-0.999957832,45.91250545,0.9992,3.246,3.741511744
2010-04-21 20:03:14.328,-1.000121891,45.96173655,0.9992,3.245,3.740324227
2010-04-21 20:03:24.406,-0.99958926,45.95478448,0.999,3.244,3.739203048
2010-04-21 20:03:34.453,-0.996659028,45.95969931,0.9992,3.243,3.738649031
2010-04-21 20:03:44.453,-0.997924899,45.93787938,0.9992,3.242,3.737124477
2010-04-21 20:03:54.468,-0.997430837,45.94834484,0.9992,3.241,3.736340858
2010-04-21 20:04:04.515,-0.997039399,45.98453297,0.9992,3.24,3.735357211
2010-04-21 20:04:14.640,-0.997611056,45.98456734,0.9992,3.239,3.73421799
2010-04-21 20:04:24.734,-1.000066088,45.96142959,0.9992,3.238,3.732942698
2010-04-21 20:04:34.781,-0.996718768,45.97031308,0.9992,3.237,3.732241967
2010-04-21 20:04:44.859,-0.997784729,45.98508884,0.9992,3.236,3.731255335
2010-04-21 20:04:54.906,-1.000840979,45.97777661,0.9992,3.235,3.730126326
2010-04-21 20:05:05.015,-0.999978697,46.01473017,0.9992,3.234,3.729132576
2010-04-21 20:05:15.093,-1.000151627,46.01021367,0.9992,3.233,3.728023681
2010-04-21 20:05:25.187,-0.999809764,45.98211741,0.9992,3.232,3.727033288
2010-04-21 20:05:35.203,-0.998391455,45.97190513,0.9992,3.23,3.726070571
2010-04-21 20:05:45.265,-0.997231418,46.00506896,0.9992,3.23,3.725152119
2010-04-21 20:05:55.312,-0.999348484,46.00804155,0.9992,3.228,3.723888031
2010-04-21 20:06:05.437,-0.999429645,46.00965607,0.9992,3.228,3.722931923
2010-04-21 20:06:15.515,-0.998348891,46.0391476,0.9992,3.226,3.721952485
2010-04-21 20:06:25.609,-0.997518074,46.03925661,0.9992,3.226,3.721077331
2010-04-21 20:06:35.671,-0.997827427,46.01956411,0.9992,3.224,3.720033762
2010-04-21 20:06:45.734,-0.996504672,46.01790045,0.9992,3.224,3.719300604
2010-04-21 20:06:55.765,-0.99983974,46.02390508,0.9992,3.222,3.717891388
2010-04-21 20:07:05.859,-0.999312687,46.02116951,0.9992,3.221,3.717093926
2010-04-21 20:07:15.953,-0.999580441,46.04644232,0.9992,3.22,3.715989895
2010-04-21 20:07:26.031,-0.997300688,46.02529543,0.9992,3.22,3.71503562
2010-04-21 20:07:36.109,-0.998387109,46.02912547,0.9992,3.218,3.714025459
2010-04-21 20:07:46.203,-0.997330651,46.05129294,0.999,3.217,3.71308229
2010-04-21 20:07:56.234,-0.997182495,46.04880399,0.9992,3.216,3.712004765
2010-04-21 20:08:06.265,-0.998902036,46.02772721,0.9992,3.216,3.711066091
2010-04-21 20:08:16.375,-0.998664945,46.0355813,0.9992,3.214,3.710091584
2010-04-21 20:08:26.484,-0.998386044,46.06859548,0.9992,3.213,3.709155833
2010-04-21 20:08:36.625,-0.998657315,46.05827243,0.9992,3.212,3.708068616
2010-04-21 20:08:46.671,-0.999820751,46.03823781,0.9992,3.212,3.707003083
2010-04-21 20:08:56.750,-0.999760073,46.03431304,0.9992,3.21,3.705914569
2010-04-21 20:09:06.875,-0.995675291,46.0627304,0.9992,3.209,3.704915347
2010-04-21 20:09:16.937,-0.999949746,46.07179681,0.9992,3.208,3.704060233
2010-04-21 20:09:27.000,-0.999301105,46.07382567,0.999,3.208,3.703167369
2010-04-21 20:09:37.093,-0.99673825,46.05351403,0.9992,3.206,3.702023074
2010-04-21 20:09:47.125,-0.999542477,46.05716866,0.9992,3.206,3.701341877
2010-04-21 20:09:57.234,-0.997010585,46.06294942,0.9992,3.204,3.700305811
2010-04-21 20:10:07.250,-0.997946512,46.05025573,0.999,3.204,3.699313536
2010-04-21 20:10:17.281,-0.999332383,46.09158677,0.9992,3.202,3.698128302
2010-04-21 20:10:27.296,-0.998621451,46.10113322,0.9992,3.202,3.697148954
2010-04-21 20:10:37.328,-0.998442089,46.0685594,0.9992,3.2,3.696264303
2010-04-21 20:10:47.390,-0.999392291,46.05365318,0.9992,3.2,3.69550924
2010-04-21 20:10:57.406,-1.000353007,46.09189662,0.9992,3.199,3.694375905
2010-04-21 20:11:07.468,-0.998145689,46.08025397,0.999,3.198,3.693391889
2010-04-21 20:11:17.500,-0.997763089,46.0898811,0.9992,3.197,3.692500119
2010-04-21 20:11:27.562,-1.00036214,46.07718931,0.999,3.196,3.691517246
2010-04-21 20:11:37.640,-0.997465006,46.08921472,0.9992,3.195,3.690493809
2010-04-21 20:11:47.687,-0.99936458,46.0735607,0.999,3.194,3.68982522
2010-04-21 20:11:57.734,-0.998833861,46.07718443,0.9992,3.193,3.688847949
2010-04-21 20:12:07.843,-0.999901908,46.08105178,0.9992,3.192,3.687858802
2010-04-21 20:12:17.937,-0.999145597,46.05205899,0.9992,3.191,3.68663047
2010-04-21 20:12:28.078,-0.998546987,46.09085637,0.9992,3.19,3.68591696
2010-04-21 20:12:38.125,-1.000183616,46.11442874,0.9992,3.189,3.684925399
2010-04-21 20:12:48.140,-0.998427584,46.09266531,0.9992,3.188,3.684144839
2010-04-21 20:12:58.218,-0.999615297,46.07329778,0.9992,3.188,3.683031133
2010-04-21 20:13:08.250,-0.997567144,46.10981085,0.9992,3.186,3.682212131
2010-04-21 20:13:18.359,-0.999645291,46.09981994,0.9992,3.186,3.681442975
2010-04-21 20:13:28.500,-0.99850299,46.1069754,0.9992,3.184,3.680400809
2010-04-21 20:13:38.593,-0.998104139,46.11697547,0.9992,3.184,3.679209246
2010-04-21 20:13:48.656,-0.998542811,46.11624469,0.9992,3.183,3.67846355
2010-04-21 20:13:58.750,-0.998712285,46.11091705,0.9992,3.182,3.677598939
2010-04-21 20:14:08.796,-1.000760368,46.10677132,0.9992,3.181,3.676549187
2010-04-21 20:14:19.000,-0.99958161,46.09700238,0.9992,3.18,3.675817707
2010-04-21 20:14:29.046,-0.999546429,46.11279068,0.9992,3.179,3.674882156
2010-04-21 20:14:39.109,-0.999107221,46.09567847,0.9992,3.178,3.673929759
2010-04-21 20:14:49.140,-0.999012925,46.12946434,0.9992,3.177,3.673062492
2010-04-21 20:14:59.187,-0.99824729,46.12207052,0.9992,3.176,3.672228328
2010-04-21 20:15:09.296,-0.99960644,46.12424322,0.9992,3.176,3.671288613
2010-04-21 20:15:19.421,-0.996305186,46.12051334,0.9992,3.174,3.670228396
2010-04-21 20:15:29.500,-0.998428746,46.12632053,0.9992,3.174,3.669442201
2010-04-21 20:15:39.500,-0.997980523,46.11743526,0.9992,3.173,3.668626929
2010-04-21 20:15:49.609,-0.999394892,46.15105404,0.9992,3.172,3.667751458
2010-04-21 20:15:59.640,-0.997957879,46.12656752,0.9992,3.171,3.666692826
2010-04-21 20:16:09.750,-0.998581997,46.12901171,0.9992,3.17,3.666133862
2010-04-21 20:16:19.875,-0.996738015,46.13414829,0.9992,3.169,3.665182201
2010-04-21 20:16:29.906,-0.998946713,46.12898,0.9992,3.168,3.664355935
2010-04-21 20:16:39.937,-0.997817698,46.1442675,0.9992,3.168,3.663212032
2010-04-21 20:16:50.046,-0.997005462,46.14072809,0.9992,3.167,3.66240745
2010-04-21 20:17:00.156,-0.999062605,46.13869795,0.999,3.166,3.661609946
2010-04-21 20:17:10.187,-0.996546775,46.14311752,0.9992,3.165,3.660703959
2010-04-21 20:17:20.265,-0.997697625,46.13465323,0.9992,3.164,3.659965387
2010-04-21 20:17:30.375,-0.998335599,46.14566407,0.9992,3.163,3.659213951
2010-04-21 20:17:40.515,-0.998617844,46.15143992,0.9992,3.162,3.658367547
2010-04-21 20:17:50.531,-0.998662001,46.1528004,0.9992,3.162,3.657328609
2010-04-21 20:18:00.593,-0.99716394,46.15542125,0.999,3.16,3.65652445
2010-04-21 20:18:10.703,-0.998465856,46.16397781,0.9992,3.16,3.65558298
2010-04-21 20:18:20.765,-0.998028829,46.16965573,0.9992,3.159,3.654784118
2010-04-21 20:18:30.796,-0.998410114,46.15468751,0.9992,3.158,3.653906547
2010-04-21 20:18:40.843,-0.999761954,46.15319615,0.9992,3.157,3.653300489
2010-04-21 20:18:50.890,-0.997736372,46.16715605,0.9992,3.156,3.652383956
2010-04-21 20:19:00.953,-0.999443461,46.15237612,0.9992,3.156,3.651241998
2010-04-21 20:19:11.078,-0.999818673,46.14934175,0.9992,3.155,3.650484966
2010-04-21 20:19:21.156,-0.999258471,46.17480217,0.9992,3.154,3.649836157
2010-04-21 20:19:31.250,-0.99969504,46.17106721,0.9992,3.153,3.648913232
2010-04-21 20:19:41.312,-0.998703207,46.17284011,0.9992,3.152,3.648269107
2010-04-21 20:19:51.375,-0.998489024,46.18112536,0.9992,3.152,3.647218732
2010-04-21 20:20:01.453,-0.99821223,46.18086904,0.9992,3.15,3.646442888
2010-04-21 20:20:11.484,-0.997908644,46.168656,0.9992,3.15,3.64561194
2010-04-21 20:20:21.609,-0.999803771,46.17741977,0.9992,3.149,3.644908907
2010-04-21 20:20:31.656,-0.997732863,46.15891802,0.9992,3.148,3.644078234
2010-04-21 20:20:41.703,-0.996282313,46.18454771,0.9992,3.148,3.64331428
2010-04-21 20:20:51.734,-0.998541529,46.21366643,0.9992,3.146,3.6423343
2010-04-21 20:21:01.796,-0.999004062,46.1835637,0.9992,3.146,3.641629894
2010-04-21 20:21:11.937,-1.000208244,46.16918946,0.9992,3.145,3.640845845
2010-04-21 20:21:22.031,-1.00032657,46.19465345,0.999,3.144,3.640247521
2010-04-21 20:21:32.109,-0.998194616,46.19721048,0.9992,3.143,3.639428941
2010-04-21 20:21:42.203,-0.999817434,46.18528467,0.9992,3.142,3.6383645
2010-04-21 20:21:52.218,-0.999549261,46.18643484,0.9992,3.142,3.637550976
2010-04-21 20:22:02.250,-0.998772582,46.2228346,0.9992,3.141,3.636892061
2010-04-21 20:22:12.390,-0.999506832,46.20182787,0.9992,3.14,3.63603991
2010-04-21 20:22:22.468,-0.998428933,46.20770971,0.9992,3.139,3.6354281
2010-04-21 20:22:32.546,-0.999289443,46.19701802,0.9992,3.138,3.634473598
2010-04-21 20:22:42.609,-0.996726653,46.20353868,0.9992,3.138,3.633731375
2010-04-21 20:22:52.625,-0.997675654,46.22978584,0.9992,3.137,3.632912183
2010-04-21 20:23:02.687,-0.998437296,46.22332058,0.9992,3.136,3.63231484
2010-04-21 20:23:12.812,-0.996490595,46.21849394,0.9992,3.136,3.63136783
2010-04-21 20:23:22.890,-0.998471018,46.22290799,0.9992,3.134,3.630846063
